,symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,nearWKH,nearWKL,chartTodayPath,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,companyName,industry,activeSeries,debtSeries,isFNOSec,isCASec,isSLBSec,isDebtSec,isSuspended,tempSuspendedSeries,isETFSec,isDelisted,isin,isMunicipalBond,quotepreopenstatus,20DMA,CMP-20DMA,CMP-20DMA_%,3m_change%
64,NIFTY1,Nifty 50,270.98,270.98,269,270.54,1.21,0.45,17013,4597933.38,269.1256,285,202.89,27-JUL-17, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 1/- PER SHARE,Infinity,3.326585952717426,269.33,5.0736842105263085,-33.34319089161617,https://nsearchives.nseindia.com/today/NIFTY1EQN.svg,-,-,-,28-Jun-2024,3.13,https://nsearchives.nseindia.com/30d/NIFTY1-EQ.svg,Kotak Nifty 50 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF174K014P6,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",265.30699999999996,5.233000000000061,1.93427958897023,10.374933703235284
97,NIFTYBETF,Bajaj Finserv Nifty 50 ETF,249.9,250.97,249.54,250.65,0.68,0.27,276,69168.36,249.7634,257.14,215.04,-,-,Infinity,3.6514763046894436,249.97,2.5239169324103528,-16.55970982142858,https://nsearchives.nseindia.com/today/NIFTYBETFEQN.svg,-,-,-,28-Jun-2024,3.61,https://nsearchives.nseindia.com/30d/NIFTYBETF-EQ.svg,Bajaj Finserv Mutual Fund - Bajaj Finserv Nifty 50 ETF,,['EQ'],[],False,False,False,False,False,[],True,False,INF0QA701722,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",245.7855,4.8644999999999925,1.9407540394973042,10.681798110041507
101,NIFTYBEES,Nifty 50,268.4,277.96,268.4,277.43,0.75,0.27,1919882,532114495.12,276.3377,278.2,207.15,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,27.507123816527248,3.402907193440177,276.68,0.2767792954708777,-33.92710596186338,https://nsearchives.nseindia.com/today/NIFTYBEESEQN.svg,27.89,28-Jul-2023,https://nsearchives.nseindia.com/365d/NIFTYBEES-EQ.svg,28-Jun-2024,3.44,https://nsearchives.nseindia.com/30d/NIFTYBEES-EQ.svg,Nippon India ETF Nifty 50 BeES,MUTUAL FUND,['EQ'],[],False,False,True,False,False,[],True,False,INF204KB14I2,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",272.0365,5.393500000000017,1.9440940056951364,10.945373110453493
95,SETFNIF50,Nifty 50,262.1,263.44,260.58,262.3,0.74,0.28,1012475,265592442,261.2256,264.82,196.9,24-MAR-21, DIVIDEND - RS 1.30 PER SHARE,27.627481510315295,3.1986465751268933,261.56,0.9515897590816336,-33.21482986287456,https://nsearchives.nseindia.com/today/SETFNIF50EQN.svg,27.83,28-Jul-2023,https://nsearchives.nseindia.com/365d/SETFNIF50-EQ.svg,28-Jun-2024,3.41,https://nsearchives.nseindia.com/30d/SETFNIF50-EQ.svg,SBI-ETF Nifty 50,MUTUAL FUND,['EQ'],[],False,False,True,False,False,[],True,False,INF200KA1FS1,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",257.1955,5.10450000000003,1.9460541364849524,10.984175340610987
68,ESG,NIFTY100 ESG SECTOR LEADERS,41.85,42.06,41.75,41.97,0.17,0.41,28511,1194610.9,41.7731,42.06,30.94,-,-,Infinity,3.1964593066142046,41.8,0.21398002853067857,-35.64964447317388,https://nsearchives.nseindia.com/today/ESGEQN.svg,-,-,-,28-Jun-2024,3.26,https://nsearchives.nseindia.com/30d/ESG-EQ.svg,MIRAE ASSET MUTUAL FUND - Mirae Asset Nifty 100 ESG Sector Leaders ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF769K01GS9,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",41.132,0.838000000000001,1.9966642840123923,11.149364406779663
75,MOM50,Nifty 50,254.34,255.9,252.03,255.28,0.95,0.37,2314,589954.3,254.0136,277,190.45,16-OCT-14,FACE VALUE SPLIT FROM RS.10/- TO RS.7/-,28.449230149944647,3.696482248761067,254.33,7.84115523465704,-34.040430559201894,https://nsearchives.nseindia.com/today/MOM50EQN.svg,28.06,28-Jul-2023,https://nsearchives.nseindia.com/365d/MOM50-EQ.svg,28-Jun-2024,3.35,https://nsearchives.nseindia.com/30d/MOM50-EQ.svg,Motilal Oswal Mutual Fund - Motilal Oswal M50 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF247L01536,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",250.179,5.100999999999999,1.9981980570354119,10.880423923902189
80,HDFCMOMENT,HDFC NIFTY200 Momentum 30 ETF,36.7,36.99,36.51,36.83,0.13,0.35,294761,10853100.02,36.7749,37.77,21.5,20-OCT-23,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 190.61/- PER SHARE TO RS 19.061/- PER SHARE,-83.51977805620189,3.1363763651638124,36.7,2.488747683346584,-71.30232558139534,https://nsearchives.nseindia.com/today/HDFCMOMENTEQN.svg,-83.3,28-Jul-2023,https://nsearchives.nseindia.com/365d/HDFCMOMENT-EQ.svg,28-Jun-2024,2.92,https://nsearchives.nseindia.com/30d/HDFCMOMENT-EQ.svg,HDFC Mutual Fund - HDFC NIFTY200 Momentum 30 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF179KC1HV6,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",36.0935,0.7364999999999995,1.9997284822155836,12.975460122699376
81,UTINIFTETF,Nifty 50,269.26,270.81,268.13,270.27,0.92,0.34,58217,15727904.72,268.9079,280.61,202.55,25-SEP-23,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,-87.20524534286459,3.357680982064313,269.35,3.6848294786358404,-33.43372006911872,https://nsearchives.nseindia.com/today/UTINIFTETFEQN.svg,-87.21,28-Jul-2023,https://nsearchives.nseindia.com/365d/UTINIFTETF-EQ.svg,28-Jun-2024,3.48,https://nsearchives.nseindia.com/30d/UTINIFTETF-EQ.svg,UTI Nifty 50 ETF,MUTUAL FUND,['EQ'],[],False,False,True,False,False,[],True,False,INF789F1AZC0,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",264.849,5.420999999999992,2.005772005772003,10.984724047306164
57,UTINEXT50,Nifty Next 50,78.64,79.19,78.64,79.04,0.38,0.48,92914,7331843.74,78.7837,80.6,44.85,25-MAR-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER UNIT TO Re 1/- PER UNIT,65.25193393267826,3.5639412997903737,78.66,1.9354838709677273,-76.23188405797102,https://nsearchives.nseindia.com/today/UTINEXT50EQN.svg,65.29,28-Jul-2023,https://nsearchives.nseindia.com/365d/UTINEXT50-EQ.svg,28-Jun-2024,3.65,https://nsearchives.nseindia.com/30d/UTINEXT50-EQ.svg,UTI Mutual Fund - UTI NIfty Next 50 Exchange Traded Fund - UTI NIFTY N,,['EQ'],[],False,False,True,False,False,[],True,False,INF789F1AUW9,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",77.434,1.6060000000000088,2.031882591093128,14.534125489059557
50,SETFNN50,Nifty Next 50,785.99,788.17,781.84,785.85,4.01,0.51,19618,15413274.06,783.0286,788.17,445.65,02-NOV-17, DIVIDEND - RS 7/- PER UNIT,65.32376825009467,3.6208283337069367,781.84,0.294352741159894,-76.33793335577249,https://nsearchives.nseindia.com/today/SETFNN50EQN.svg,65.35,28-Jul-2023,https://nsearchives.nseindia.com/365d/SETFNN50-EQ.svg,28-Jun-2024,3.51,https://nsearchives.nseindia.com/30d/SETFNN50-EQ.svg,SBI-ETF Nifty Next 50,MUTUAL FUND,['EQ'],[],False,False,True,False,False,[],True,False,INF200KA1598,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",769.879,15.971000000000004,2.032321689889929,15.060249784037834
84,NEXT50,Nifty Next 50,756.28,758.05,748.19,756.35,2.47,0.33,33984,25648744.32,753.9379,758.05,431,-,-,Infinity,3.3674543193341604,753.88,0.2242596134819513,-75.48723897911833,https://nsearchives.nseindia.com/today/NEXT50EQN.svg,-,-,-,28-Jun-2024,3.87,https://nsearchives.nseindia.com/30d/NEXT50-EQ.svg,Mirae Asset Mutual Fund - MIRAE ASSET NIFTY NEXT 50 ETF (MANXT50) - Mi,,['EQ'],[],False,False,True,False,False,[],True,False,INF769K01FN2,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",740.9005,15.449500000000057,2.0426389898856425,14.88569909622541
70,ABSLNN50ET,Nifty Next 50,77,77.63,76.54,77.28,0.31,0.40,24982,1924113.64,76.8992,80,43.9,25-NOV-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,65.16349647360548,3.3431398769724523,76.97,3.3999999999999986,-76.0364464692483,https://nsearchives.nseindia.com/today/ABSLNN50ETEQN.svg,65.81,28-Jul-2023,https://nsearchives.nseindia.com/365d/ABSLNN50ET-EQ.svg,28-Jun-2024,3.83,https://nsearchives.nseindia.com/30d/ABSLNN50ET-EQ.svg,Aditya Birla Sun Life Nifty Next 50 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF209KB16D7,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",75.6815,1.5985000000000014,2.0684523809523827,13.847967000589284
96,BSE500IETF,S&P BSE 500 index,39.4,39.65,39.27,39.5,0.11,0.28,110290,4358660.8,39.3577,39.65,24.2,28-OCT-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,Infinity,3.620146904512074,39.39,0.37831021437578455,-63.22314049586777,https://nsearchives.nseindia.com/today/BSE500IETFEQN.svg,-,-,-,28-Jun-2024,3.58,https://nsearchives.nseindia.com/30d/BSE500IETF-EQ.svg,ICICI Prudential BSE 500 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF109KC1V59,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",38.682,0.8179999999999978,2.0708860759493617,12.215909090909081
65,HDFCNEXT50,HDFC NIFTY NEXT 50 ETF,77.1,77.1,73.59,75.2,0.33,0.44,21747,1633852.11,74.8934,77.1,42.9,20-OCT-23,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 418.18/- PER SHARE TO RS 41.81/- PER SHARE,-83.49936367226927,3.2399780340472257,74.87,2.464332036316461,-75.2913752913753,https://nsearchives.nseindia.com/today/HDFCNEXT50EQN.svg,-83.52,28-Jul-2023,https://nsearchives.nseindia.com/365d/HDFCNEXT50-EQ.svg,28-Jun-2024,3.33,https://nsearchives.nseindia.com/30d/HDFCNEXT50-EQ.svg,HDFC Mutual Fund - HDFC NIFTY NEXT 50 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF179KC1HS2,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",73.609,1.5910000000000082,2.115691489361713,16.21078658630816
92,MOM30IETF,ICICI Prudential Nifty 200 Momentum 30 ETF,37.31,37.49,37.13,37.35,0.11,0.30,1036780,38723733,37.2184,38.99,21.7,12-AUG-22,ADDITONAL ISSUANCE 9:1,Infinity,3.0629139072847664,37.24,4.206206719671712,-72.11981566820278,https://nsearchives.nseindia.com/today/MOM30IETFEQN.svg,-,-,-,28-Jun-2024,3.59,https://nsearchives.nseindia.com/30d/MOM30IETF-EQ.svg,ICICI Prudential Mutual Fund -  ICICI Pru Nifty 200 Momentum 30 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF109KC17C7,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",36.557,0.7929999999999993,2.1231593038821934,12.942243725430908
19,SMALLCAP,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,53.69,54.07,53.42,54,0.39,0.73,467547,25191432.36,53.561,55.25,39.24,-,-,Infinity,4.3478260869565215,53.61,2.262443438914027,-37.61467889908256,https://nsearchives.nseindia.com/today/SMALLCAPEQN.svg,-,-,-,28-Jun-2024,5.89,https://nsearchives.nseindia.com/30d/SMALLCAP-EQ.svg,Mirae Asset MF-Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,,['EQ'],[],False,False,False,False,False,[],True,False,INF769K01LC3,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",52.852,1.1480000000000032,2.125925925925932,13.851992409867172
38,QNIFTY,Nifty 50,2670.01,2690,2662.07,2690,15.93,0.60,312,837133.44,2673.2868,2700.01,2016,08-MAR-18, DIVIDEND - RS 80 PER UNIT (PURPOSE REVISED),27.81586912415244,3.558724341304919,2674.07,0.3707393676319798,-33.432539682539684,https://nsearchives.nseindia.com/today/QNIFTYEQN.svg,27.8,28-Jul-2023,https://nsearchives.nseindia.com/365d/QNIFTY-EQ.svg,28-Jun-2024,3.52,https://nsearchives.nseindia.com/30d/QNIFTY-EQ.svg,Quantum Nifty 50 ETF,MUTUAL FUND,['EQ'],[],False,False,True,False,False,[],True,False,INF082J01028,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",2632.309,57.6909999999998,2.144646840148692,11.02214664828679
16,NETF,Tata Nifty 50 Exchange Traded Fund,266.57,266.57,263.81,265.82,2.01,0.76,1252,331529.6,264.2718,274.99,199,-,-,27.761222724214164,3.7994455074387985,263.81,3.334666715153284,-33.577889447236174,https://nsearchives.nseindia.com/today/NETFEQN.svg,27.67,28-Jul-2023,https://nsearchives.nseindia.com/365d/NETF-EQ.svg,28-Jun-2024,3.24,https://nsearchives.nseindia.com/30d/NETF-EQ.svg,Tata Nifty 50 Exchange Traded Fund,,['EQ'],[],False,False,True,False,False,[],True,False,INF277K015R5,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",260.0965,5.723500000000001,2.1531487472725908,11.16594178655068
63,MIDQ50ADD,Nifty Midcap 150 Quality 50 Index,258,259.46,257.95,259.18,1.18,0.46,1473,381109.29,257.9416,263.9,179.13,-,-,Infinity,2.824724271998732,258,1.788556271314881,-44.68821526265841,https://nsearchives.nseindia.com/today/MIDQ50ADDEQN.svg,-,-,-,28-Jun-2024,3.54,https://nsearchives.nseindia.com/30d/MIDQ50ADD-EQ.svg,DSP  Mutual Fund - DSP Nifty Midcap 150 Quality 50 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF740KA1QL0,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",253.56350000000003,5.616499999999974,2.1670267767574556,19.119404357018105
11,NAVINIFTY,Navi Nifty 50 ETF,250.15,252.35,249.93,252,2,0.80,227,56954.3,250.2404,280.92,189,-,-,Infinity,4.3478260869565215,250,10.294745835113206,-33.333333333333336,https://nsearchives.nseindia.com/today/NAVINIFTYEQN.svg,-,-,-,28-Jun-2024,3.13,https://nsearchives.nseindia.com/30d/NAVINIFTY-EQ.svg,Navi Mutual Fund - Navi Nifty 50 ETF,,['EQ'],[],False,False,False,False,False,[],True,False,INF959L01HI3,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",246.40900000000002,5.59099999999998,2.2186507936507853,11.013215859030836
25,MOMENTUM,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,36.96,37.22,36.7,37.15,0.26,0.70,292938,10853352.9,36.9827,38.14,21.05,-,-,67.04136690647482,3.5973229224762946,36.89,2.59570005243839,-76.48456057007125,https://nsearchives.nseindia.com/today/MOMENTUMEQN.svg,66.85,28-Jul-2023,https://nsearchives.nseindia.com/365d/MOMENTUM-EQ.svg,28-Jun-2024,3.28,https://nsearchives.nseindia.com/30d/MOMENTUM-EQ.svg,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Nifty 200 Mo,,['EQ'],[],False,False,True,False,False,[],True,False,INF209KB14K7,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",36.3075,0.8425000000000011,2.2678331090175,12.917933130699089
77,MAKEINDIA,Nifty India Manufacturing Total Return Index,152.72,153.35,152.23,152.99,0.55,0.36,71950,10998996.5,152.3909,155.25,80.3,-,-,Infinity,2.753710793203051,152.44,1.455716586151363,-90.5230386052304,https://nsearchives.nseindia.com/today/MAKEINDIAEQN.svg,-,-,-,28-Jun-2024,3.14,https://nsearchives.nseindia.com/30d/MAKEINDIA-EQ.svg,Mirae Asset Mutual Fund - Mirae Asset Nifty India Manufacturing ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF769K01IB1,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",149.51,3.480000000000018,2.2746584744101037,16.62601006250953
132,IVZINNIFTY,Nifty 50,0,0,0,2796.44,0,0.00,0,0,2785.3436,2848,2073.6,24-DEC-12,DIVIDEND-RS.5/- PER UNIT,28.27706422018349,3.8912211613478562,2796.44,1.8103932584269644,-34.85918209876544,https://nsearchives.nseindia.com/today/IVZINNIFTYEQN.svg,-,-,-,28-Jun-2024,4.11,https://nsearchives.nseindia.com/30d/IVZINNIFTY-EQ.svg,Invesco India Nifty Exchange Traded Fund,,['EQ'],[],False,False,False,False,False,[],True,False,INF205K01DA9,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",2732.5875,63.852499999999964,2.283349544420762,11.440811365493062
83,MOMOMENTUM,Nifty 200 Momentum 30 Total Return Index,74.48,74.53,73.77,74.39,0.25,0.34,154949,11514260.19,74.074,76.1,42.7,11-AUG-22,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER UNIT TO RS 2/- PER UNIT,66.53234833221401,3.118935403382312,74.14,2.247043363994736,-74.21545667447306,https://nsearchives.nseindia.com/today/MOMOMENTUMEQN.svg,67.62,28-Jul-2023,https://nsearchives.nseindia.com/365d/MOMOMENTUM-EQ.svg,28-Jun-2024,3.61,https://nsearchives.nseindia.com/30d/MOMOMENTUM-EQ.svg,Motilal Oswal Mutual Fund - Motilal Oswal Nifty 200 Momentum 30 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF247L01BK2,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",72.69050000000001,1.6994999999999862,2.2845812609221485,12.968868640850427
72,ALPHA,NIFTY Alpha 50 Index,57.5,57.5,57.09,57.31,0.22,0.39,638172,36554492.16,57.1935,57.87,32,-,-,Infinity,5.562718732731633,57.09,0.9676861931916281,-79.09375,https://nsearchives.nseindia.com/today/ALPHAEQN.svg,-,-,-,28-Jun-2024,5.6,https://nsearchives.nseindia.com/30d/ALPHA-EQ.svg,Kotak Mahindra Mutual Fund - Kotak Nifty Alpha 50 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF174KA1IA5,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",55.99400000000001,1.3159999999999954,2.2962833711394093,17.94607944021403
18,HDFCMID150,HDFC NIFTY Midcap 150 ETF,21.7,21.99,21.6,21.86,0.16,0.74,365879,8005432.52,21.7518,22.49,13.84,20-OCT-23,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 115.95/- PER SHARE TO RS 11.59/- PER SHARE,-84.54140442684393,3.7986704653371355,21.7,2.8012449977767853,-57.947976878612714,https://nsearchives.nseindia.com/today/HDFCMID150EQN.svg,-84.51,28-Jul-2023,https://nsearchives.nseindia.com/365d/HDFCMID150-EQ.svg,28-Jun-2024,3.73,https://nsearchives.nseindia.com/30d/HDFCMID150-EQ.svg,HDFC Mutual Fund - HDFC NIFTY Midcap 150 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF179KC1HT0,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",21.3395,0.5204999999999984,2.381061299176571,15.173867228661745
